mechanism_id,mechanism_name,scenario_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
BM-023,Goal Gradient,Goal Gradient — background_check,"Good morning, ok, and is this the final date or could it move again? Thanks!",background_check,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — background_check,"Start date moved again per client request, candidate updated. No action needed at this time.",background_check,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — onboarding_docs_sent,"ok, and is this the final date or could it moe again?",onboarding_docs_sent,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — onboarding_docs_sent,"Start date moved again per client request, candidate updated. Flagging for visibility.",onboarding_docs_sent,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-001,Status Quo Bias,Status Quo Bias — screened,Discusssed notice period - candidate's current employer requesting longer transition. Will circle back if anythign changes.,screened,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-001,Status Quo Bias,Status Quo Bias — client_interview_1,Dsicussed notice period - candidate's current employer requesting longer transition. Noted for the file.,client_interview_1,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-001,Status Quo Bias,Status Quo Bias — offer_extended,"my current employer wants two weeks notice, is that gonig to be a problem?",offer_extended,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-001,Status Quo Bias,Status Quo Bias — offer_accepted,Note: discussed notice period - candidate's current employer requesting longer transition.,offer_accepted,'Endowment Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-010); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — offer_accepted,Worikng with candidate and client to adjust start date around notice period.,offer_accepted,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — offer_accepted,Workign with candidate and client to adjust start date around notice period. Will circle back if anything changes.,offer_accepted,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=accepted_no_show. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — offer_accepted,"Discussed candidate's famiyl situation briefly, offered flexibility on start date.",offer_accepted,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
BM-023,Goal Gradient,Goal Gradient — offer_accepted,need to sort out some family logistics before I can lock in a start date. Best,offer_accepted,'Present Bias (Hyperbolic Discounting)' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-024); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_on_time. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
