scenario_id,scenario_name,mechanism_id,mechanism_name,observable_evidence,journey_stage,alternative_explanation,information_gap,outcome_association,mapping_source
SCN-259367e9a782,Friction — unknown,BM-006,Friction,any update on the background check? just want to plan aruond it.,unknown,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-e8495d96d547,Reciprocity — unknown,BM-011,Reciprocity,any update on the background check? just want to plan aruond it.,unknown,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-da03c95654a0,Friction — submitted,BM-006,Friction,"Client background vendor running behind, expect another few days.",submitted,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6960dc973e4c,Friction — submitted,BM-006,Friction,"Good morning, is the delay normal? getting a little anxious abouut the timing.",submitted,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-63e4678c59a8,Friction — client_interview_1,BM-006,Friction,"FYI, background check flagged for reviwe - escalating with client.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-34c300dcb13f,Friction — client_interview_1,BM-006,Friction,"Quick note - background check still processing, notified candidate of delay.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-57c12cac1af1,Friction — client_interview_1,BM-006,Friction,"Quick note - background check still processing, notified candidate of delay.",client_interview_1,'Negativity Bias' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-032); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8323099ff8e5,Friction — client_interview_1,BM-006,Friction,Background check flagged for review - escalating with client. Flagging for visibility.,client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-f9e5ab613729,Friction — client_interview_1,BM-006,Friction,Update - background check flagged for review - escalating with client. Will circle back if anything changes.,client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-6cc3c1561c6b,Reciprocity — background_check,BM-011,Reciprocity,any update on the backround check? just want to plan around it.,background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-19b9c36d4637,Friction — background_check,BM-006,Friction,any update on the background check? jst want to plan around it.,background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-06072f8629fd,Reciprocity — background_check,BM-011,Reciprocity,any update on the background check? jst want to plan around it.,background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-8ae0f7c86bfa,Friction — background_check,BM-006,Friction,"FYI, background check flagged for review - escalating with client. Nothing further to add right now.",background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-281407cfbc54,Friction — background_check,BM-006,Friction,any update on the background check? just want to plan aound it.,background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-242a2c872a59,Reciprocity — background_check,BM-011,Reciprocity,any update on the background check? just want to plan aound it.,background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-4e0056ef1478,Friction — background_check,BM-006,Friction,"Hello, any update on the background check? just want to plaan around it.",background_check,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-399e043c83d0,Reciprocity — background_check,BM-011,Reciprocity,"Hello, any update on the background check? just want to plaan around it.",background_check,'Halo Effect' is also a documented candidate for this evidence category and was not contradicted either -- human review should confirm which (if either) fits better.,Not human-reviewed -- model-applied from the calibrated framework. Evidence also plausibly supports an alternative mechanism (BM-031); not fully disambiguated. Mapping confidence (0.40) below moderate threshold (0.5).,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
SCN-45ca32052f42,Friction — client_interview_1,BM-006,Friction,"Update - sent candidate an update on offer letter timeline, they were understanding. Flagging for visibility.",client_interview_1,Not identified from current evidence.,Not human-reviewed -- model-applied from the calibrated framework.,"Single observation only: final_disposition=joined_late. Descriptive, not a statistical association.",MODEL_APPLIED_FROM_CALIBRATED_FRAMEWORK
