evidence_id,application_id,log_id,timestamp,source_type,direction,evidence_span,evidence_category,evidence_description,evidence_strength,context_before,context_after,response_latency_hours,extractor_confidence,review_status,reviewer_notes
EV-ec186badacb9,APP-00123,LOG-000879,2024-12-19 00:00:00,withdrawal_statement,candidate_facing,"Hey, With the start date moving again I can't kep this open any longer, sorry to withdraw.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Start date moved again per client request, candidate updated. Willl check in again in a few days.",,6.6,0.6,pending,
EV-0f076dbf91c9,APP-00123,LOG-000879,2024-12-19 00:00:00,withdrawal_statement,candidate_facing,"Hey, With the start date moving again I can't kep this open any longer, sorry to withdraw.",withdrawal_language,Communication contains explicit withdrawal or declination language.,strong,"Start date moved again per client request, candidate updated. Willl check in again in a few days.",,6.6,0.75,pending,
EV-57aa404be4e3,APP-00124,LOG-000881,2024-04-15 00:00:00,candidate_message,candidate_facing,"Hi, my current employer wants two weeeks notice, is that going to be a problem? Thank you",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,boss is askng me to stay longer than I expected to finish up a project. Thanks!,"Per today's call, working with candidate and cliient to adjust start date around notice period. Will follow up early next week.",68.7,0.75,pending,
EV-ea6d25f0276b,APP-00124,LOG-000882,2024-04-22 00:00:00,recruiter_note,internal,"Per today's call, working with candidate and cliient to adjust start date around notice period. Will follow up early next week.",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Hi, my current employer wants two weeeks notice, is that going to be a problem? Thank you","trrying to work out my notice period, might push the start date a bit. Best",38.5,0.6,pending,
EV-71e9c9ec98e4,APP-00124,LOG-000883,2024-04-22 00:00:00,candidate_message,candidate_facing,"trrying to work out my notice period, might push the start date a bit. Best",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"Per today's call, working with candidate and cliient to adjust start date around notice period. Will follow up early next week.",Discussed notice period - candidate's current employer requesting longer transition.,3.2,0.6,pending,
EV-67fa0213d52e,APP-00124,LOG-000883,2024-04-22 00:00:00,candidate_message,candidate_facing,"trrying to work out my notice period, might push the start date a bit. Best",joining_date,"Candidate references the start/joining date, its confirmation, or a change to it.",moderate,"Per today's call, working with candidate and cliient to adjust start date around notice period. Will follow up early next week.",Discussed notice period - candidate's current employer requesting longer transition.,3.2,0.6,pending,
EV-ae40d3d6c6c7,APP-00124,LOG-000884,2024-05-04 00:00:00,recruiter_note,internal,Discussed notice period - candidate's current employer requesting longer transition.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"trrying to work out my notice period, might push the start date a bit. Best",Quick note - discussed notice period - candidate's current emploeyr requesting longer transition.,26.8,0.75,pending,
EV-71ec3c2defd8,APP-00125,LOG-000886,2024-11-05 00:00:00,candidate_message,candidate_facing,"Hey, my current manager wants to tlk again before I finalize anything.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,"Hi, my current manager wants to talk again before I finalize anything. Talk soon",7.5,0.75,pending,
EV-a4ed0017ac0b,APP-00125,LOG-000887,2024-11-09 00:00:00,candidate_message,candidate_facing,"Hi, my current manager wants to talk again before I finalize anything. Talk soon",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Hey, my current manager wants to tlk again before I finalize anything.",Brief call - candidate said manager asked to speak with them again. Will follow up in a day or two. Flagging for visibility.,5.0,0.75,pending,
EV-4676d952efc5,APP-00125,LOG-000888,2024-11-16 00:00:00,recruiter_note,internal,Brief call - candidate said manager asked to speak with them again. Will follow up in a day or two. Flagging for visibility.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Hi, my current manager wants to talk again before I finalize anything. Talk soon","Candidate hedging on timeline, referenced an internal conversation at current job. No action needed at this time.",4.3,0.75,pending,
EV-6faad899b73c,APP-00125,LOG-000889,2024-11-17 00:00:00,recruiter_note,internal,"Candidate hedging on timeline, referenced an internal conversation at current job. No action needed at this time.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,Brief call - candidate said manager asked to speak with them again. Will follow up in a day or two. Flagging for visibility.,Update - reconfirmed interest but tone was noticeably different than last call. Nothing further to add right now.,3.6,0.75,pending,
EV-d57a67a10a96,APP-00125,LOG-000892,2024-12-01 00:00:00,candidate_message,candidate_facing,my current manager wants to talk again before I fianlize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Hey, got pulled into a conversation with my current company, will update you soon.","Per today's call, candidate heddging on timeline, referenced an internal conversation at current job. Noted for the file.",6.1,0.75,pending,
EV-407a421e4600,APP-00125,LOG-000893,2024-12-03 00:00:00,recruiter_note,internal,"Per today's call, candidate heddging on timeline, referenced an internal conversation at current job. Noted for the file.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,my current manager wants to talk again before I fianlize anything.,"things came up at my current job, need a bit more time to think.",5.9,0.75,pending,
EV-5eb0ce21e51c,APP-00125,LOG-000894,2024-12-05 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,"Per today's call, candidate heddging on timeline, referenced an internal conversation at current job. Noted for the file.",,6.6,0.75,pending,
EV-0e7f8669307a,APP-00125,LOG-000894,2024-12-05 00:00:00,candidate_message,candidate_facing,"things came up at my current job, need a bit more time to think.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,"Per today's call, candidate heddging on timeline, referenced an internal conversation at current job. Noted for the file.",,6.6,0.6,pending,
EV-014a8e2465a6,APP-00126,LOG-000900,2024-06-22 00:00:00,candidate_message,candidate_facing,"Good afternoon, I'm alos in process with another company, wanted to be transparent about that.",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,Asked directly about other offers - candidate confirmed one otheer active process. Flagging for visibility.,"got some news on the other roel I mentioned, still deciding.",4.2,0.75,pending,
EV-24965282788b,APP-00126,LOG-000901,2024-06-24 00:00:00,candidate_message,candidate_facing,"got some news on the other roel I mentioned, still deciding.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,"Good afternoon, I'm alos in process with another company, wanted to be transparent about that.",Asked directly about other offers - candidate confirmed one other active process.,3.7,0.6,pending,
EV-b5c3bfe876c5,APP-00126,LOG-000903,2024-06-30 00:00:00,candidate_message,candidate_facing,"Hi there, got smoe news on the other role I mentioned, still deciding. Best",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,Asked directly about other offers - candidate confirmed one other active process.,Asked directly about other offers - candidate confirmed one other active process.,2.1,0.6,pending,
EV-c90825ac9a3f,APP-00126,LOG-000903,2024-06-30 00:00:00,candidate_message,candidate_facing,"Hi there, got smoe news on the other role I mentioned, still deciding. Best",alternative_opportunity,Candidate references a parallel or competing opportunity.,strong,Asked directly about other offers - candidate confirmed one other active process.,Asked directly about other offers - candidate confirmed one other active process.,2.1,0.75,pending,
EV-c5b91745d82b,APP-00127,LOG-000906,2024-11-20 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Keept candidate updated. Will follow up early next week.,documentation,"Reference to offer letter, paperwork, or background check status.",moderate,,"haven't seen anything in my inbox, wanted to folllow up. Thank you",9.1,0.6,pending,
EV-58541a3d97f2,APP-00127,LOG-000906,2024-11-20 00:00:00,recruiter_note,internal,Client running behind on offer letter generation. Keept candidate updated. Will follow up early next week.,process_delay,Communication references a delay in the recruitment process.,moderate,,"haven't seen anything in my inbox, wanted to folllow up. Thank you",9.1,0.6,pending,
EV-7e0c1af5454d,APP-00131,LOG-000929,2024-04-12 00:00:00,decline_statement,candidate_facing,"Hey, Went with the counteroffer from my current employer, sorry for the baack and forth. Thanks!",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,,,1.5,0.75,pending,
EV-b463f7c5c2c4,APP-00132,LOG-000930,2024-04-07 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,,"Candidate asked several onboarding logistics questions, answered all of them.",4.0,0.45,pending,
EV-bbf86cfea4a4,APP-00132,LOG-000931,2024-04-09 00:00:00,recruiter_note,internal,"Candidate asked several onboarding logistics questions, answered all of them.",onboarding_process,Candidate asks about onboarding logistics.,weak,"Candidate asked several onboarding logistics questions, answered all of them.","Hello, wanted to double chcek the parking/badge situation one more time. TY",8.7,0.45,pending,
