evidence_id,application_id,original_evidence_span,original_evidence_category,original_evidence_description,original_evidence_strength,review_decision,edited_evidence_category,edited_evidence_description,edited_evidence_strength,reviewer,review_timestamp,reviewer_notes
EV-1a671d32fb8a,APP-00645,"Good morning, the scope sounds a little different thaan what we discussed earlier. thx!",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-0f974a41c789,APP-00645,Clarified updated role scope with candidate after client changed requirements. Keeping an eye on this one.,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-0723a2d97d19,APP-00646,following up again - wantd to make sure everything is still on track.,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-be2c415abc95,APP-00646,"checking on something, any newws on next steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-e051d8b3552f,APP-00646,"quick update, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-aa000e344612,APP-00646,"quick update, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-f96b9736bf70,APP-00646,"haven't heard anything in a while, just checkig if there's an update.",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-be3f76f0dbcd,APP-00646,"quick update, any news on next steps?",recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-bbff65c38696,APP-00646,"quick update, any news on next steps?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-9c323fea22ba,APP-00646,following up again - wanted,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-e8d190169376,APP-00646,following up again - wanted to make sure everythig is still on track. TY,recruiter_follow_up,Candidate follows up due to a lack of recent contact from the recruiter.,moderate,pending,,,,,,
EV-dc5243f80831,APP-00648,"Good morning, don't have reliable transportation to that site every day, might be an issue.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-5aec34bab709,APP-00648,"don't have reliable transportation to that site every day, migght be an issue.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-0897ea04ef65,APP-00648,"just realized the commute is longer than I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-b0287edad8e4,APP-00648,"traffic to that location is rough, still deciding if it's manageable.",certainty_uncertainty,Candidate expresses uncertainty or hedging about their situation.,moderate,pending,,,,,,
EV-dd06cba5fbf7,APP-00648,"traffic to that location is rough, still deciding if it's manageable.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-91ba38e23bd0,APP-00648,"just realized the commute is longer tan I thought, thinking it through.",location_commute,Candidate raises a comment or concern about commute/location.,moderate,pending,,,,,,
EV-a09c83a5c9f0,APP-00650,"things caem up at my current job, ned a bit moore time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-5623c6749031,APP-00650,my current manager wants to takl again before I finalize anything.,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-4262b044388c,APP-00651,"Good afternoon, great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-803b5d65381a,APP-00651,"great, see you then.",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-b0c765640435,APP-00651,"Per today's call, candidate confirmed all onboarding steps complete.",onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-1161ade9778a,APP-00652,"Quick note - clarified work arrangement with candidate, some confusion from job posting language.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-deee813be0ff,APP-00652,"Quick note - clarified work arrangement with candidate, some confusion from job posting language.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-c7d285757c48,APP-00652,can you clarify how many days onsite are expected?,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-98434cc72a10,APP-00652,can you clarify how many days onsite are expected?,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-877cd862ef2c,APP-00652,can you clarify how many days onsite are expected?,candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-810075a5b936,APP-00652,"Quick note - candiddate surprised by onsite expectation, discussed further with client. Nothing further to add right now.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-b4c30c62d7c1,APP-00652,"thought this was hybrid, want to make suer I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-c530532f9abc,APP-00652,"thought this was hybrid, want to make suer I understand the schedule.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-703b4f228953,APP-00652,"Hello, wait, is this fully remote or do I need to come in sometimes? Appreciate it",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-e9de5dce3b64,APP-00652,"Candidate surprised by onsite expectation, discussed further with client. Flagging for visibility.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-bb68e19dac60,APP-00653,Candidate confirmed all onboarding steps complete. Noted for the file.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-ce600b3829c3,APP-00655,my current manager wants to tak again before I finalize anything. Thank you,current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-ccc35d202c63,APP-00655,"current employer found out and wants to keep me, going back and forth on it. Thanks",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-079c1ca7623a,APP-00655,"current employer found out and wants to keep me, going back and forth on it. Thanks",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-a3d4dc7aafa2,APP-00655,"Hi, things came up at my current job, need a bit more time to think.",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-a6d2a37cc939,APP-00655,"Hi, things came up at my current job, need a bit more time to think.",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-904eda8b7d23,APP-00655,"Hey, things cae up at my current job, need a bit more time to think. Thank you",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-47528db3a675,APP-00655,"Hey, things cae up at my current job, need a bit more time to think. Thank you",candidate_hesitation,Candidate's language reflects hesitation or delay in decision-making.,moderate,pending,,,,,,
EV-f20a83b54a5b,APP-00655,"Good afternoon, Went with the counteroffer from my current employer, sorry for the back and forth. Thanks!",current_employer_activity,Candidate references activity or conversations at their current employer.,strong,pending,,,,,,
EV-130d70b8ab97,APP-00656,"Good morning, great, see you then. TY",commitment_language,Candidate uses language expressing forward commitment to the role.,moderate,pending,,,,,,
EV-fc8fad44c8c7,APP-00656,Candidate confirmed all onboarding steps complete.,onboarding_process,Candidate asks about onboarding logistics.,weak,pending,,,,,,
EV-c28d0f124731,APP-00658,"Hey, thought tis was hybrid, want to make sure I understand the schedule.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-89a27bb25200,APP-00658,can you clarify how many days onsite are expected? Tlk soon,work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-694b7240a9d4,APP-00658,can you clarify how many days onsite are expected? Tlk soon,expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-26a8e8282ab4,APP-00658,"Hi there, can you clarify how may days onsite are expected?",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-7bb3a6ce2f5f,APP-00658,"Hi there, can you clarify how may days onsite are expected?",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-8981692f95cc,APP-00658,"Hi there, can you clarify how may days onsite are expected?",candidate_questions,Candidate asks a direct question.,weak,pending,,,,,,
EV-02a110318fd6,APP-00658,"Clarified work arrangement with candidate, soem coonfusion from job posting language. Will follow up early nxt week.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-a173c67642ed,APP-00658,"Clarified work arrangement with candidate, soem coonfusion from job posting language. Will follow up early nxt week.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-2a912fc172c0,APP-00658,"Clarified work arrangement with candidate, some confusion from job posting language. No action neded at this time.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
EV-2009582dc065,APP-00658,"Clarified work arrangement with candidate, some confusion from job posting language. No action neded at this time.",expectation_setting,Communication reflects clarification or mismatch of role expectations.,moderate,pending,,,,,,
EV-82a5fd090e77,APP-00658,"Candidate surprised by onsite expectation, discussed further with client.",work_arrangement,Candidate raises a question about remote/hybrid/onsite work arrangement.,moderate,pending,,,,,,
