evidence_id,exact_text_duplicate_count,normalized_text_duplicate_count,same_application_duplicate,same_log_multi_category_count,multi_category_span,is_high_frequency_template,information_quality,duplication_status,quality_notes
EV-8b315637ea94,1,1,False,1,False,False,medium,unique,no notable duplication detected
EV-f2a491a1abae,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-56c9b82d9abf,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-0f36587b5f52,2,2,False,1,False,False,high,repeated_but_usable,exact text repeated 2x overall
EV-caf2f264d918,7,7,False,1,False,False,high,repeated_but_usable,exact text repeated 7x overall
EV-233d326ca34a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e0923b03e7a1,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-e43996f834a6,8,8,True,2,True,False,high,same_application_duplicate,exact text repeated 8x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-d1d2e6047a85,8,8,True,2,True,False,high,same_application_duplicate,exact text repeated 8x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-fdac55836fbf,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-b14d890771dc,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-f4650dcdc275,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-cf84992a4254,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-95034ca4fcc6,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3e9ca48924da,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-585c5e53fc34,2,3,False,1,False,False,medium,repeated_but_usable,exact text repeated 2x overall
EV-5b9dc5a9aa9b,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-9b05d72bf763,4,4,True,2,True,False,high,same_application_duplicate,exact text repeated 4x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-823dc24ba270,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-d1612bfeeb1b,30,30,True,2,True,True,medium,same_application_duplicate,exact text repeated 30x overall; also repeated within the same application; appears across 12 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-c0b63fb94c5e,16,16,False,1,False,True,low,likely_template,exact text repeated 16x overall; appears across 14 distinct applications (>= 8 treated as template-scale)
EV-bbe9f1a162fb,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-e98311076134,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-d1e5385b3bd5,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-faafacf45c80,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-03d541066748,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-06c1e1e11050,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-32f0a779d3d4,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-31f37b105ca7,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-4de7dcc799cc,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6cf947af8c2e,2,2,True,2,True,False,medium,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-3450514c0521,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-68e3a0883e8f,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-6f01b333c847,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-56a2260d9e54,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-6e7296f06743,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-7f41eca44167,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-872987c9a5d0,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-057841a2880c,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
EV-99711aebb28d,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-b2440d9cb200,22,22,True,2,True,True,medium,same_application_duplicate,exact text repeated 22x overall; also repeated within the same application; appears across 10 distinct applications (>= 8 treated as template-scale); same source message produced 2 different evidence categories
EV-91da69b23a23,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-48c98a34403a,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-6c8a246ad905,3,3,True,3,True,False,high,same_application_duplicate,exact text repeated 3x overall; also repeated within the same application; same source message produced 3 different evidence categories
EV-655f442a3d2d,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-591859bc31d9,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-b156de9487df,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-911c845f626e,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-a1663570d9e5,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-59db99fc0622,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-0470a6d7c78b,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-f88e49991609,17,17,False,1,False,True,medium,likely_template,exact text repeated 17x overall; appears across 15 distinct applications (>= 8 treated as template-scale)
EV-544851b36e2a,1,1,False,1,False,False,high,unique,no notable duplication detected
EV-9cc9a8e5702a,2,2,True,2,True,False,high,same_application_duplicate,exact text repeated 2x overall; also repeated within the same application; same source message produced 2 different evidence categories
